기준일,기준일_시트명,학원순서,학원명,올해_재학생,올해_N수,올해_총인원,올해_총인원_원본열,원본총원_차이,전년_재학생,전년_N수,전년_총인원,목표_재학생,목표_N수,목표_총인원,전년대비_재학생_증감,전년대비_N수_증감,전년대비_총원_증감,전년대비_총원_증감률,목표대비_재학생_차이,목표대비_N수_차이,목표대비_총원_차이,목표달성률_총원,원본파일,원본시트,원본행,추출_올해총원열,추출_목표열,추출_전년열
2026-04-29,4.29(수),4,여학생 수학전문관,0,89,89,,,0,0,0,0,0,0,0,89,89,,0,89,89,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260429(보고용).xlsx",4.29(수),15,L,Y/Z,AB/AC
2026-04-29,4.29(수),5,남학생 전문관,0,454,454,454,0,0,434,434,0,450,450,0,20,20,0.04608294930875576,0,4,4,1.008888888888889,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260429(보고용).xlsx",4.29(수),16,L,Y/Z,AB/AC
2026-04-29,4.29(수),6,강남,103,188,291,291,0,111,156,267,99,320,419,-8,32,24,0.0898876404494382,4,-132,-128,0.6945107398568019,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260429(보고용).xlsx",4.29(수),18,L,Y/Z,AB/AC
2026-04-29,4.29(수),7,목동,82,290,372,372,0,87,328,415,87,333,420,-5,-38,-43,-0.10361445783132531,-5,-43,-48,0.8857142857142857,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260429(보고용).xlsx",4.29(수),19,L,Y/Z,AB/AC
2026-04-29,4.29(수),8,분당,161,358,519,519,0,213,367,580,215,370,585,-52,-9,-61,-0.10517241379310345,-54,-12,-66,0.8871794871794871,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260429(보고용).xlsx",4.29(수),20,L,Y/Z,AB/AC
2026-04-29,4.29(수),9,대구,161,445,606,606,0,181,451,632,213,425,638,-20,-6,-26,-0.04113924050632911,-52,20,-32,0.9498432601880877,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260429(보고용).xlsx",4.29(수),21,L,Y/Z,AB/AC
2026-04-29,4.29(수),10,대전,110,196,306,306,0,115,213,328,115,195,310,-5,-17,-22,-0.06707317073170732,-5,1,-4,0.9870967741935484,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260429(보고용).xlsx",4.29(수),22,L,Y/Z,AB/AC
2026-05-03,5.3(일),1,최상위권 전문관,0,764,764,764,0,0,548,548,0,610,610,0,216,216,0.39416058394160586,0,154,154,1.2524590163934426,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),12,L,Y/Z,AB/AC
2026-05-03,5.3(일),2,기숙 종합관,0,417,417,417,0,0,259,259,0,390,390,0,158,158,0.61003861003861,0,27,27,1.0692307692307692,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),13,L,Y/Z,AB/AC
2026-05-03,5.3(일),3,여학생 전문관,0,334,334,424,-90,0,397,397,0,405,405,0,-63,-63,-0.15869017632241814,0,-71,-71,0.8246913580246914,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),14,L,Y/Z,AB/AC
2026-05-03,5.3(일),4,여학생 수학전문관,0,90,90,,,0,0,0,0,0,0,0,90,90,,0,90,90,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),15,L,Y/Z,AB/AC
2026-05-03,5.3(일),5,남학생 전문관,0,457,457,457,0,0,434,434,0,450,450,0,23,23,0.052995391705069124,0,7,7,1.0155555555555555,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),16,L,Y/Z,AB/AC
2026-05-03,5.3(일),6,강남,103,193,296,296,0,86,165,251,104,351,455,17,28,45,0.17928286852589642,-1,-158,-159,0.6505494505494506,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),18,L,Y/Z,AB/AC
2026-05-03,5.3(일),7,목동,80,291,371,371,0,87,339,426,92,360,452,-7,-48,-55,-0.12910798122065728,-12,-69,-81,0.8207964601769911,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),19,L,Y/Z,AB/AC
2026-05-03,5.3(일),8,분당,176,372,548,548,0,218,370,588,220,390,610,-42,2,-40,-0.06802721088435375,-44,-18,-62,0.898360655737705,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),20,L,Y/Z,AB/AC
2026-05-03,5.3(일),9,대구,156,451,607,607,0,167,440,607,209,429,638,-11,11,0,0.0,-53,22,-31,0.95141065830721,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),21,L,Y/Z,AB/AC
2026-05-03,5.3(일),10,대전,108,192,300,300,0,110,212,322,112,204,316,-2,-20,-22,-0.06832298136645963,-4,-12,-16,0.9493670886075949,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.3(일),22,L,Y/Z,AB/AC
2026-05-06,5.6(수),1,최상위권 전문관,0,758,758,758,0,0,548,548,0,610,610,0,210,210,0.38321167883211676,0,148,148,1.2426229508196722,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),12,L,Y/Z,AB/AC
2026-05-06,5.6(수),2,기숙 종합관,0,416,416,416,0,0,261,261,0,390,390,0,155,155,0.5938697318007663,0,26,26,1.0666666666666667,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),13,L,Y/Z,AB/AC
2026-05-06,5.6(수),3,여학생 전문관,0,336,336,425,-89,0,387,387,0,405,405,0,-51,-51,-0.13178294573643412,0,-69,-69,0.8296296296296296,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),14,L,Y/Z,AB/AC
2026-05-06,5.6(수),4,여학생 수학전문관,0,89,89,,,0,0,0,0,0,0,0,89,89,,0,89,89,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),15,L,Y/Z,AB/AC
2026-05-06,5.6(수),5,남학생 전문관,0,456,456,456,0,0,423,423,0,450,450,0,33,33,0.07801418439716312,0,6,6,1.0133333333333334,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),16,L,Y/Z,AB/AC
2026-05-06,5.6(수),6,강남,103,195,298,298,0,92,167,259,104,351,455,11,28,39,0.15057915057915058,-1,-156,-157,0.654945054945055,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),18,L,Y/Z,AB/AC
2026-05-06,5.6(수),7,목동,83,295,378,378,0,87,355,442,92,360,452,-4,-60,-64,-0.14479638009049775,-9,-65,-74,0.8362831858407079,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),19,L,Y/Z,AB/AC
2026-05-06,5.6(수),8,분당,179,374,553,553,0,219,375,594,220,390,610,-40,-1,-41,-0.06902356902356903,-41,-16,-57,0.9065573770491804,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),20,L,Y/Z,AB/AC
2026-05-06,5.6(수),9,대구,159,456,615,615,0,175,444,619,209,429,638,-16,12,-4,-0.006462035541195477,-50,27,-23,0.9639498432601881,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),21,L,Y/Z,AB/AC
2026-05-06,5.6(수),10,대전,110,196,306,306,0,111,211,322,112,204,316,-1,-15,-16,-0.049689440993788817,-2,-8,-10,0.9683544303797469,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.6(수),22,L,Y/Z,AB/AC
2026-05-10,5.10(일),1,최상위권 전문관,0,757,757,757,0,0,549,549,0,610,610,0,208,208,0.3788706739526412,0,147,147,1.240983606557377,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),12,N,AA/AB,AD/AE
2026-05-10,5.10(일),2,기숙 종합관,0,414,414,414,0,0,260,260,0,390,390,0,154,154,0.5923076923076923,0,24,24,1.0615384615384615,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),13,N,AA/AB,AD/AE
2026-05-10,5.10(일),3,여학생 전문관,0,335,335,426,-91,0,392,392,0,405,405,0,-57,-57,-0.14540816326530612,0,-70,-70,0.8271604938271605,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),14,N,AA/AB,AD/AE
2026-05-10,5.10(일),4,여학생 수학전문관,0,91,91,,,0,0,0,0,0,0,0,91,91,,0,91,91,,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),15,N,AA/AB,AD/AE
2026-05-10,5.10(일),5,남학생 전문관,0,455,455,455,0,0,421,421,0,450,450,0,34,34,0.08076009501187649,0,5,5,1.011111111111111,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),16,N,AA/AB,AD/AE
2026-05-10,5.10(일),6,강남,103,197,300,300,0,94,168,262,104,351,455,9,29,38,0.1450381679389313,-1,-154,-155,0.6593406593406593,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),18,N,AA/AB,AD/AE
2026-05-10,5.10(일),7,목동,83,298,381,381,0,91,361,452,92,360,452,-8,-63,-71,-0.1570796460176991,-9,-62,-71,0.8429203539823009,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),19,N,AA/AB,AD/AE
2026-05-10,5.10(일),8,분당,179,381,560,560,0,219,379,598,220,390,610,-40,2,-38,-0.06354515050167224,-41,-9,-50,0.9180327868852459,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),20,N,AA/AB,AD/AE
2026-05-10,5.10(일),9,대구,159,451,610,610,0,179,447,626,209,429,638,-20,4,-16,-0.025559105431309903,-50,22,-28,0.9561128526645768,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),21,N,AA/AB,AD/AE
2026-05-10,5.10(일),10,대전,112,197,309,309,0,110,213,323,112,204,316,2,-16,-14,-0.043343653250773995,0,-7,-7,0.9778481012658228,"★대치,중점,거점학원사업본부_재학+N수_인원현황 및 단과장수_260510(보고용).xlsx",5.10(일),22,N,AA/AB,AD/AE
